"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000211695",127.912510483319,-1.27827306045294,0.363420178082193,-3.5173420122089,0.000435891746711649,0.0610793310079698
"ENSG00000100097",459.288828193544,0.841169811047038,0.243001732377746,3.46157948264928,0.000537015521973787,0.0652041395345927
"ENSG00000106624",1289.68603143238,0.772326072672174,0.221221922477317,3.49118235671858,0.000480887906693086,0.0652041395345927
"ENSG00000134612",373.214817568784,-1.04675902264466,0.301337745790308,-3.47370695263999,0.000513321332002926,0.0652041395345927
"ENSG00000159403",753.333247144179,0.885292678380463,0.25596455812328,3.45865335760305,0.000542883112390305,0.0652041395345927
"ENSG00000166006",186.3992534276,-1.42917222334987,0.41220622474427,-3.46712916389489,0.000526049044700829,0.0652041395345927
"ENSG00000188559",651.792613171271,-0.782584160432658,0.225051494749835,-3.47735597714012,0.000506385018324589,0.0652041395345927
"ENSG00000196586",942.764319172896,-0.916404292126858,0.262846258927276,-3.48646503802973,0.000489449355706742,0.0652041395345927
"ENSG00000244731",252.485219109494,1.05924133189914,0.305931666777369,3.46234616068682,0.000535487945352864,0.0652041395345927
"ENSG00000135480",270.573623980656,1.04093259151129,0.302444929985297,3.44172604104125,0.000578015319866359,0.0682058077442304
"ENSG00000151150",366.004554055654,-0.8391806697095,0.244603165285016,-3.43078417947564,0.000601839217830833,0.0697925961918997
"ENSG00000149131",635.102290072076,0.855132591705903,0.25036695795741,3.41551696231165,0.00063661064394277,0.0725736134094758
"ENSG00000149591",3515.76467994485,0.910687326939705,0.268018560580146,3.39785171955426,0.000679172214317062,0.0761352052249427
"ENSG00000140396",272.215245849093,-0.85507991269093,0.252130156878271,-3.39142260203235,0.000695307985313793,0.0766662542495176
"ENSG00000079385",161.956452647947,0.97794030839338,0.289673321273955,3.37601096328959,0.000735449885923785,0.0797844505277964
"ENSG00000211896",1470.43375693867,-0.916222199592531,0.272108599872214,-3.36711959865584,0.000759577388955037,0.081093928858914
"ENSG00000064393",855.159679579828,-0.788336822807895,0.234802506331166,-3.35744637110485,0.000786660022418575,0.0821825151913596
"ENSG00000188848",126.673214915264,-1.17032258613384,0.348849717559813,-3.35480445367761,0.000794211044816886,0.0821825151913596
"ENSG00000138439",175.22481952044,-0.930905205093428,0.278674385391387,-3.34047639070239,0.00083634791327096,0.0852314555251588
"ENSG00000143797",343.795638714232,-1.02829034299906,0.308618594880882,-3.33191311235135,0.000862511804677364,0.0865858865411933
"ENSG00000012223",2891.54248369776,2.3448796038191,0.710199205844785,3.30172096014928,0.000960936146597764,0.090401383231618
"ENSG00000102287",346.811082870328,0.815947167289169,0.248334412201418,3.28567901667762,0.00101736871674695,0.090401383231618
"ENSG00000138814",1570.73913157593,-0.697155313221927,0.21092368539858,-3.30524906154811,0.000948920347947026,0.090401383231618
"ENSG00000152583",1898.66483103143,0.856318659702962,0.260623627198103,3.28565245180961,0.001017464659708,0.090401383231618
"ENSG00000154305",782.312475677318,-0.770048431888873,0.234054962488519,-3.2900324936569,0.0010017581385927,0.090401383231618
"ENSG00000160191",481.606343061191,-0.866782914808911,0.262008970692548,-3.30821846487856,0.000938915352433956,0.090401383231618
"ENSG00000171992",371.085931772201,0.781917077792044,0.238059735062653,3.28454149369803,0.00102148455628947,0.090401383231618
"ENSG00000185215",502.468904872602,0.957675106769359,0.290416833512424,3.29758814317625,0.000975190610775148,0.090401383231618
"ENSG00000205542",734.161793799633,0.786080155300641,0.238561791153335,3.29507986798854,0.000983937104606975,0.090401383231618
"ENSG00000215105",303.70731260551,-0.835882818936379,0.255424122447934,-3.27252888617349,0.00106589980146992,0.0931070398011255
"ENSG00000184012",3783.53982105121,-0.93942250848729,0.287873619757119,-3.26331571916832,0.00110116772004199,0.0949545395513131
"ENSG00000173442",435.331022095894,0.784715903118329,0.241022453292342,3.25577925375495,0.00113081632546258,0.0962768431020415
"ENSG00000157388",405.682893021066,-0.908266935647893,0.279600670690066,-3.24844333672824,0.0011603831779459,0.0963547809242487
"ENSG00000198959",1596.20197573563,0.984294610148936,0.302843191181155,3.25017909866149,0.0011533234966864,0.0963547809242487
"ENSG00000169991",120.742865337032,0.989533629915273,0.305004440656315,3.24432532125097,0.00117729201567406,0.0965666597246793
"ENSG00000108691",220.456870161322,1.05586003553578,0.32881489325779,3.21110769975977,0.00132224369403834,0.107149531157854
"ENSG00000162645",237.844138109331,0.888916677586998,0.277680592961536,3.20122003524434,0.00136846987502626,0.109575337850317
"ENSG00000072163",233.11052862094,0.951729642685908,0.299295559252099,3.17989897699838,0.00147326403479314,0.116578516447278
"ENSG00000205189",338.875094462866,-0.840662783592713,0.266795269457322,-3.15096585221572,0.00162731514785689,0.127271182377738
"ENSG00000120885",928.299452747477,0.832189750907858,0.265405743338967,3.13553783892692,0.00171539297403922,0.131110603902134
"ENSG00000161970",295.645005795396,0.977611749773145,0.311761046886383,3.13577260384753,0.00171402048417486,0.131110603902134
"ENSG00000145703",341.389541010823,-0.776992930582096,0.248851928749674,-3.12231026090897,0.00179437726999418,0.134099794644232
"ENSG00000183723",557.69093098969,-0.719534274058046,0.230328276894034,-3.12395110040735,0.00178440108966761,0.134099794644232
"ENSG00000130176",1518.8611933612,0.914937255379856,0.294102742801289,3.11094431376329,0.00186490103854488,0.137838729508273
"ENSG00000188783",450.685080898627,0.792732005229543,0.255321703226745,3.10483595875724,0.00190384580298114,0.139187683378816
"ENSG00000111799",387.304808857686,0.750517290370154,0.24221243934603,3.09859102363421,0.00194443229890919,0.140626361746916
"ENSG00000146674",331.147812540598,0.848439119997043,0.274151885224749,3.09477762409511,0.00196960507983507,0.140931529435858
"ENSG00000182326",1006.99848747643,0.755438381758551,0.244397182966649,3.09102737023626,0.00199465246784602,0.141221394723498
"ENSG00000050165",377.312053623416,0.751041212532376,0.243780496977863,3.08080926014593,0.00206438847071844,0.144636217229711
"ENSG00000112796",304.838735401174,-0.791094945310887,0.259215482701066,-3.0518815352677,0.00227411832442755,0.157687833506182
"ENSG00000004776",201.649706857024,0.976028283865929,0.325051520155834,3.00268795358351,0.00267606669001723,0.159058735056143
"ENSG00000072195",276.935792490194,0.855845777249825,0.284333736804527,3.01000432403208,0.00261243970546259,0.159058735056143
"ENSG00000100170",126.889210632193,0.88555603049197,0.294855758175733,3.00335335477553,0.00267022200662846,0.159058735056143
"ENSG00000111341",2391.56881851207,0.834814821118045,0.276229865628493,3.02217437357337,0.00250965933452432,0.159058735056143
"ENSG00000111674",102.734309092942,1.02688281111626,0.337490749199613,3.04269913635144,0.00234466625402052,0.159058735056143
"ENSG00000112297",720.945326742467,-0.711238828924766,0.237878873203463,-2.98992011920465,0.00279050412379197,0.159058735056143
"ENSG00000112715",1232.8796253502,-0.946520788178814,0.314395645700407,-3.01060399888862,0.00260728643889554,0.159058735056143
"ENSG00000123983",999.863470930017,-0.67012999789987,0.223412547857811,-2.99951817534604,0.00270406989886476,0.159058735056143
"ENSG00000125968",164.562345556737,0.97638794175474,0.324059883674981,3.01298615145471,0.00258690722273803,0.159058735056143
"ENSG00000133392",15087.2320253561,0.886093437839946,0.292729344302648,3.0270058505779,0.00246989177878628,0.159058735056143
"ENSG00000138593",344.037402728023,-0.79869473585393,0.263127042861097,-3.03539585733708,0.00240220167717007,0.159058735056143
"ENSG00000140545",446.241362343251,0.761395541424433,0.250963870582649,3.03388507539648,0.00241426380587476,0.159058735056143
"ENSG00000141469",355.940082250404,0.931559705443241,0.308373362788378,3.02088253349732,0.00252039117439186,0.159058735056143
"ENSG00000145936",170.778167772867,1.01284510063423,0.335732190070245,3.01682451248511,0.00255437642470215,0.159058735056143
"ENSG00000147394",282.595569614108,0.975171977811533,0.322841888487672,3.020586895894,0.00252285305112759,0.159058735056143
"ENSG00000153234",368.913734379962,-0.754776812067231,0.252274517111032,-2.99188685686805,0.00277258999837367,0.159058735056143
"ENSG00000155093",521.260690254645,-0.862973433722606,0.283661674775657,-3.04226305652717,0.00234806595816482,0.159058735056143
"ENSG00000162614",237.521820639406,0.966571570379662,0.323233833758929,2.99031682153837,0.00278688225303394,0.159058735056143
"ENSG00000165813",191.300916602359,-0.823605253737289,0.274966736770953,-2.99529049734969,0.00274183579210238,0.159058735056143
"ENSG00000184489",151.654950439782,0.9282310560477,0.310067841811441,2.99363858768746,0.002756722785028,0.159058735056143
"ENSG00000185567",222.423452816258,1.01613290956715,0.334447361054605,3.0382446623678,0.00237960669891931,0.159058735056143
"ENSG00000035862",1125.90279826744,0.656142271304628,0.222332465623878,2.95117615622826,0.00316566316137236,0.164816722804721
"ENSG00000046604",391.837100779432,-0.71177973888016,0.240529775236995,-2.95921674636265,0.00308422090932806,0.164816722804721
"ENSG00000049540",245.746771025821,0.747368912325076,0.254310080557043,2.93880962440826,0.00329475383238587,0.164816722804721
"ENSG00000074527",298.714477235575,0.73123422669523,0.249028868762665,2.93634320522143,0.00332106663574688,0.164816722804721
"ENSG00000103056",207.718407856748,-0.84510096782092,0.285769601336056,-2.957280843973,0.00310365290052516,0.164816722804721
"ENSG00000109906",108.097488338348,-0.969091210778318,0.331170348032038,-2.92626201752993,0.003430618672712,0.164816722804721
"ENSG00000111319",372.818815742208,0.769340643176809,0.262513007763639,2.9306762728859,0.00338225042944351,0.164816722804721
"ENSG00000131771",391.927347587085,0.787890391584224,0.268986993113057,2.92910219362566,0.00339942637265696,0.164816722804721
"ENSG00000135090",528.759913006212,-0.674658676854377,0.230480581846171,-2.92718228776715,0.00342048336644746,0.164816722804721
"ENSG00000135678",292.250777428715,0.803014188090418,0.271850136299096,2.95388554525837,0.00313800363414302,0.164816722804721
"ENSG00000136068",2985.54837084188,-0.628116987108731,0.213936377424199,-2.93599898563901,0.00332475409661249,0.164816722804721
"ENSG00000143947",332.67143590617,0.903385832110678,0.306065221806546,2.95161216546739,0.00316119709329895,0.164816722804721
"ENSG00000149273",1027.26348385779,0.687683667421648,0.23291679758728,2.95248635798349,0.00315225998488964,0.164816722804721
"ENSG00000149451",236.329943514464,0.968266019281846,0.33019357407365,2.93241933008022,0.00336332286659993,0.164816722804721
"ENSG00000155111",682.128370174817,-0.706642350053238,0.238663114248027,-2.96083603987029,0.0030680522202656,0.164816722804721
"ENSG00000162174",122.060061412918,0.969437087572655,0.327995276564528,2.9556434401333,0.00312017572217114,0.164816722804721
"ENSG00000162896",323.985313106472,1.00914932669354,0.339245731173741,2.9746854093109,0.00293289155728902,0.164816722804721
"ENSG00000165105",316.091066935177,-0.722844718100816,0.243988723780756,-2.96261526721355,0.00305037574417368,0.164816722804721
"ENSG00000198380",707.867258386697,-0.669469174378157,0.225182807424361,-2.9730030548759,0.00294901516240778,0.164816722804721
"ENSG00000214076",161.242299759344,-1.13079007795862,0.384632164976321,-2.93992593684471,0.00328290708160954,0.164816722804721
"ENSG00000227191",394.594719143073,-1.03215412895991,0.351170335195333,-2.9391837109071,0.0032907795466747,0.164816722804721
"ENSG00000272060",654.74555945097,0.734878205057632,0.25031918566384,2.93576460433408,0.00332726704571614,0.164816722804721
"ENSG00000142515",66932.256918592,-0.911998013856646,0.312305302384119,-2.92021303158964,0.00349792183760235,0.16685831404052
"ENSG00000079257",104.073016604773,0.988708294616977,0.339852934514044,2.90922394426498,0.00362327216395779,0.169722072886561
"ENSG00000137124",238.599785756369,0.845669079249895,0.290818628983374,2.90789170627113,0.00363874321181001,0.169722072886561
"ENSG00000174099",335.88861414645,0.843280183410153,0.290169464813397,2.90616445101297,0.00365889095577629,0.169722072886561
"ENSG00000205213",183.403557565961,-0.798104134132142,0.274500359491211,-2.90747937675358,0.00364354368226972,0.169722072886561
"ENSG00000132688",263.515398053647,0.733100304107823,0.25276649853576,2.90030644232748,0.00372798000562003,0.170589906848106
"ENSG00000134871",1051.74900742236,0.663220715838032,0.228674923873619,2.90027740953605,0.00372832535038233,0.170589906848106
"ENSG00000116133",2739.02074527952,-0.682630248283721,0.235966028094333,-2.89291748391351,0.00381681557141598,0.173458794144215
"ENSG00000116132",401.348053019798,0.753939507128129,0.260957143386357,2.88913151540708,0.00386307469569821,0.173850467670225
"ENSG00000168542",2689.35888354737,0.595446832056309,0.206180405973051,2.88798942482506,0.00387712907382303,0.173850467670225
"ENSG00000116406",264.077816733944,-0.757419103967176,0.263134172531947,-2.87845207134858,0.00399632001263002,0.175681362123853
"ENSG00000122786",3694.07619072641,0.696390903451828,0.241787432993706,2.88017824098392,0.00397450405251304,0.175681362123853
"ENSG00000234648",159.479471648145,0.807854773275184,0.280529495671139,2.87974985069742,0.00397990809301497,0.175681362123853
"ENSG00000147065",556.27377524705,0.668401888071418,0.232463406475826,2.87529937810201,0.00403644571390315,0.176293077089043
"ENSG00000115414",2412.87317880944,0.684247770410251,0.238305380280628,2.87130642877001,0.00408779053610777,0.176599973069734
"ENSG00000142156",1193.43807733964,0.733165473385316,0.255578331048952,2.86865271549524,0.00412224141717934,0.176599973069734
"ENSG00000182240",333.14126788685,0.735972229741793,0.25642286336402,2.87015057895598,0.00410276369365405,0.176599973069734
"ENSG00000077157",1541.31652946436,0.726772098050295,0.254259495573745,2.85838724099688,0.00425800411330235,0.181261618139694
"ENSG00000183722",141.377077901284,0.82636017766057,0.289373054919982,2.85569151519334,0.00429432149909546,0.181657901905133
"ENSG00000095637",1103.84884646889,0.75751821346444,0.266244895342351,2.84519337916464,0.0044384468326416,0.18427773701449
"ENSG00000107796",4232.30445201811,0.82801419360529,0.290825933226118,2.84711265058163,0.00441177475684444,0.18427773701449
"ENSG00000168386",485.532281309777,0.8944258817434,0.313947000621829,2.84897094086526,0.00438608863661523,0.18427773701449
"ENSG00000114391",236.217634032011,0.845530484380853,0.298146783273635,2.83595373760862,0.00456890636644272,0.188530455341679
"ENSG00000197903",220.4961717137,-0.89123786461596,0.314677739757689,-2.83222405659275,0.00462254452752695,0.189580698122843
"ENSG00000117143",407.728703071205,-0.716510583670725,0.253557481733582,-2.82583096650084,0.00471581422380557,0.192233736177674
"ENSG00000166441",424.620334331227,0.749027449355118,0.265258508622872,2.82376408298381,0.0047463306946721,0.192312170194967
"ENSG00000136235",290.546301999799,0.800155680981442,0.283713365201698,2.82029604214307,0.004797936306064,0.193167056813355
"ENSG00000164733",1792.39386505301,0.603089936818412,0.213975533849878,2.81849950771256,0.00482486850202849,0.193167056813355
"ENSG00000171345",399.748535464531,0.668771733152023,0.238044421955262,2.8094408919933,0.00496276312008081,0.196350263209786
"ENSG00000261324",184.88884854693,-0.811202483440436,0.288577451876652,-2.8110390405248,0.00493817935871774,0.196350263209786
"ENSG00000114374",392.949041867581,-0.683674739597637,0.243641996100366,-2.80606279106334,0.00501509185756498,0.197260279730889
"ENSG00000026025",934.500294964147,0.61992409622245,0.221339135113542,2.80078846384053,0.0050977923356563,0.199347390986188
"ENSG00000109099",141.550297963819,0.819910642885873,0.293479601742286,2.7937568335869,0.00520996388938773,0.202556168323826
"ENSG00000253755",221.045443753125,-0.918552124972085,0.329336764952584,-2.78909682344251,0.00528552606440272,0.204312921317085
"ENSG00000118181",458.433977782497,0.703447097116336,0.252673643395849,2.78401454010891,0.00536906272284937,0.206356090707914
"ENSG00000172869",621.734120599852,-0.657058225599957,0.236184956821451,-2.78196475526032,0.00540309074116432,0.206484024574268
"ENSG00000041353",284.038409071205,-0.73179281915474,0.264206526180475,-2.76977571195521,0.00560949055209143,0.21306629919885
"ENSG00000072110",1392.73608333334,0.664061740029818,0.240074386506594,2.76606659166274,0.00567369475819036,0.21306629919885
"ENSG00000077942",1321.28467013352,0.588486184974231,0.213155225300941,2.76083396099431,0.00576539792658202,0.21306629919885
"ENSG00000103175",162.282144301448,0.909027229606489,0.329008325040068,2.76293078448937,0.00572849128224094,0.21306629919885
"ENSG00000116774",136.870109924876,0.884144479476256,0.320085553076638,2.76221301142125,0.00574110090838564,0.21306629919885
"ENSG00000224389",362.320424472345,0.80960274450404,0.292761615632926,2.76539922337068,0.0056853168943402,0.21306629919885
"ENSG00000143013",243.552281404048,0.714902706184327,0.259261320477855,2.75745994376122,0.005825234986637,0.213931941719667
"ENSG00000156467",254.980195102068,0.74235894817402,0.269367213478822,2.75593654694128,0.00585243492066885,0.213931941719667
"ENSG00000114631",175.525622429031,-0.923212537766777,0.335534029757628,-2.75147214854379,0.00593280645344646,0.21436182637031
"ENSG00000125257",2012.55284919365,-0.639408407353485,0.233101936319537,-2.74304202465732,0.00608728944940964,0.21436182637031
"ENSG00000152137",314.52182827,0.871110157970083,0.317423159314129,2.74431821500464,0.0060636727652505,0.21436182637031
"ENSG00000163453",1461.42689443279,0.605662485012346,0.220035087049132,2.75257229714962,0.00591290890824889,0.21436182637031
"ENSG00000173890",300.134316841096,-0.822779421308282,0.299745901947748,-2.74492300298975,0.00605250964442158,0.21436182637031
"ENSG00000180530",180.368015200847,-0.84626467538076,0.308219975957771,-2.74565161700196,0.00603908554305524,0.21436182637031
"ENSG00000187244",2072.5372917629,-0.567836200271795,0.206911445539733,-2.7443440781663,0.00606319500605423,0.21436182637031
"ENSG00000152154",152.910397605505,0.861600168301943,0.314376240484494,2.7406656653636,0.00613148631243111,0.214793629882352
"ENSG00000160932",226.386999742822,0.716648480864661,0.261659944955946,2.73885435917721,0.00616536786140944,0.214861472724559
"ENSG00000106789",248.541136192737,-0.749160761679239,0.274810891419763,-2.72609559908207,0.00640884331524713,0.216612463006795
"ENSG00000145423",281.946094792789,0.747865576944491,0.274232810780913,2.72711924884134,0.00638899449402276,0.216612463006795
"ENSG00000154330",528.214242862122,0.884655301274427,0.323636225169271,2.73348665098207,0.00626676635503447,0.216612463006795
"ENSG00000159176",3505.27557256098,0.670715930298472,0.24597847224283,2.72672614063698,0.0063966104072228,0.216612463006795
"ENSG00000182253",1396.41094925682,0.805089817344092,0.295121771955093,2.72799194722441,0.00637211635757765,0.216612463006795
"ENSG00000196923",525.663917718317,0.743553385285048,0.272110621831151,2.73254083314115,0.00628478805931158,0.216612463006795
"ENSG00000112096",1408.55749434133,0.802593180357694,0.294760729285852,2.72286332817204,0.00647188256262854,0.216706193659394
"ENSG00000169347",290.509214952958,-0.811172374333295,0.297934826504,-2.72265039925571,0.00647605485065987,0.216706193659394
"ENSG00000013375",557.287515941755,-0.735141502364961,0.270383855758734,-2.71888090471251,0.0065503188103631,0.217881451428035
"ENSG00000109586",720.417781462505,-0.602535385567786,0.22184974310532,-2.71596161047499,0.00660835802725529,0.217881451428035
"ENSG00000176971",128.511160668485,0.948931497053845,0.349321321233357,2.71650036620562,0.00659761222047266,0.217881451428035
"ENSG00000112769",236.649942873047,0.704372414431257,0.259562421808216,2.7136917953081,0.00665380388530141,0.218309682597743
"ENSG00000094755",142.1430389068,0.860475856225243,0.317549894633944,2.70973434652579,0.00673371170795685,0.219109503725906
"ENSG00000105971",114.333247712092,0.934749794694256,0.345100961898984,2.70862703352265,0.0067562242056355,0.219109503725906
"ENSG00000183087",321.434368142951,0.681353367622997,0.251639056864817,2.70766142629849,0.00677591090915678,0.219109503725906
"ENSG00000137845",601.2446406665,-0.596855575723045,0.220911691538852,-2.70178355688375,0.00689686432656954,0.221953633782329
"ENSG00000151726",1043.72702581192,-0.589691320469168,0.218738507288328,-2.69587338681008,0.0070204346135772,0.223788830383508
"ENSG00000180573",270.068751757453,-0.841989275286957,0.312176892225029,-2.69715438989001,0.00699348378054093,0.223788830383508
"ENSG00000167751",27493.7235228694,-0.792744948684479,0.294970653740702,-2.68753836570248,0.00719808327558676,0.22836937788489
"ENSG00000084636",530.03877480037,0.602747620905893,0.224512871015019,2.68469071809059,0.00725969508813756,0.228843594993756
"ENSG00000152661",366.709850669129,0.69709842510581,0.260203642628109,2.67904944782854,0.00738314899102661,0.228843594993756
"ENSG00000157227",330.808690445068,0.665744120374097,0.24844972456076,2.67959290979727,0.00737117439433973,0.228843594993756
"ENSG00000162695",163.529958451583,-0.762112793075431,0.284151036443059,-2.68206937625635,0.00731682842618267,0.228843594993756
"ENSG00000196924",10762.8316714416,0.72010284394859,0.268690440140609,2.68004638933842,0.00736119580054036,0.228843594993756
"ENSG00000198225",196.332803657642,-0.752741399275239,0.281431528767408,-2.67468752549524,0.00747989307951094,0.22972493540087
"ENSG00000228253",3454.57081515596,0.593165751114873,0.22172643886487,2.67521435040218,0.00746814845430359,0.22972493540087
"ENSG00000132669",263.376024230668,0.715659775634655,0.267771604252757,2.67264999077021,0.00752547236212999,0.230074214125847
"ENSG00000058063",407.167509944879,-0.628676720022335,0.235512049290329,-2.66940363313357,0.00759860744238119,0.230217268727279
"ENSG00000146281",268.513002944514,-0.695537412215332,0.260426709504452,-2.67076066636491,0.00756795856842786,0.230217268727279
"ENSG00000104341",154.108701710895,0.784559309441413,0.294405135860878,2.66489681692292,0.00770119482032606,0.232279086822929
"ENSG00000135424",241.350887375078,0.802635038964184,0.301895277459524,2.65865384088956,0.00784535237835718,0.235570714717993
"ENSG00000072952",379.4824642042,0.713519294042,0.268832108603922,2.65414461742458,0.0079509742621907,0.236629437555286
"ENSG00000111110",528.642317464242,-0.71133380279591,0.267955166196463,-2.65467470880694,0.00793849194772735,0.236629437555286
"ENSG00000105707",293.865020182876,-0.837218971432942,0.315815670214146,-2.65097349623357,0.00802601393120075,0.237810439212583
"ENSG00000165092",182.628516162697,0.74463161506151,0.281194507181043,2.64810156687054,0.0080945202156954,0.238788346363014
"ENSG00000087301",231.839249004717,-0.729896288097783,0.276139367561031,-2.64321706297985,0.00821223692951568,0.239786622662076
"ENSG00000106078",181.652469789868,-0.829469918055015,0.313923588340207,-2.64226693648805,0.00823531219669038,0.239786622662076
"ENSG00000115641",261.676205655035,0.711019654948019,0.268853162162983,2.64463936086043,0.00817780239311701,0.239786622662076
"ENSG00000113594",350.466404445213,-0.926269015676688,0.350754822590438,-2.6407876842174,0.00827135358463604,0.23979303370315
"ENSG00000115963",221.37303651324,0.812534833878329,0.30840173638257,2.63466361574043,0.00842207023604516,0.23979303370315
"ENSG00000140416",2226.20041659775,0.648070397424943,0.245650527932628,2.63818035678182,0.0083352238163159,0.23979303370315
